DIDA id, DEO1, DEO2, RecA, EssA, DEO3, DEO4, RecB, EssB, Path, Class
dd145, 0.256149750885, 0, 0.375, 1.0, 2.0, 0, 0.4388, 0.0, 0, 0
dd146, 0.556573225018, 0, 0.375, 1.0, 0.724695410297, 0, 0.4388, 0.0, 0, 0
dd147, 2.0, 0, 0.3367, 0.0, 0.839287805026, 0, 0.2578, 1.0, 0, 1
dd029, 2.0, 0.537199950034, 0.8931, 1.0, 0.51800174043, 0, 0.3662, 1.0, 0, 1
dd023, 0.0549201486467, 0, 0.5406, 0.0, 0.711182257416, 0, 0.1762, 0.0, 1, 0
dd022, 0.518267806038, 0, 0.7293, 1.0, 2.0, 0, 0.6812, 1.0, 0, 0
dd021, 0.0899065398734, 0.0899065398734, 0.1289, 0.0, 0.2364077179, 0.2364077179, 0.0899, 0.0, 0, 0
dd020, 2.0, 2.0, 0.1057, 0.0, 0.803694477927, 0, 0.2499, 1.0, 0, 1
dd027, 0.132205428974, 0, 0.4104, 0.0, 0.800032117002, 0, 0.6197, 0.0, 0, 0
dd026, 0.772216703537, 0, 0.4104, 0.0, 0.800032117002, 0, 0.6197, 0.0, 0, 1
dd148, 0.796506812705, 0, 0.7138, 1.0, 2.0, 0, 0.6812, 1.0, 0, 0
dd220, 0.558474475903, 0, 0.7373, 1.0, 0.662739780126, 0, 0.6032, 1.0, 1, 1
dd223, 0.837221052666, 0, 0.2135, 0.0, 2.0, 0, 0.2303, 0.0, 0, 0
dd222, 0.837221052666, 0, 0.2135, 0.0, 2.0, 0, 0.2303, 0.0, 0, 0
dd144, 0.875038848499, 0, 0.3367, 0.0, 0.569198992677, 0, 0.2578, 1.0, 0, 1
dd145, 0.256149750885, 0, 0.375, 1.0, 2.0, 0, 0.4388, 0.0, 0, 0
dd146, 0.556573225018, 0, 0.375, 1.0, 0.724695410297, 0, 0.4388, 0.0, 0, 0
dd147, 2.0, 0, 0.3367, 0.0, 0.839287805026, 0, 0.2578, 1.0, 0, 1
dd029, 2.0, 0.537199950034, 0.8931, 1.0, 0.51800174043, 0, 0.3662, 1.0, 0, 1
dd023, 0.0549201486467, 0, 0.5406, 0.0, 0.711182257416, 0, 0.1762, 0.0, 1, 0
dd022, 0.518267806038, 0, 0.7293, 1.0, 2.0, 0, 0.6812, 1.0, 0, 0
dd021, 0.0899065398734, 0.0899065398734, 0.1289, 0.0, 0.2364077179, 0.2364077179, 0.0899, 0.0, 0, 0
dd020, 2.0, 2.0, 0.1057, 0.0, 0.803694477927, 0, 0.2499, 1.0, 0, 1
dd027, 0.132205428974, 0, 0.4104, 0.0, 0.800032117002, 0, 0.6197, 0.0, 0, 0
dd026, 0.772216703537, 0, 0.4104, 0.0, 0.800032117002, 0, 0.6197, 0.0, 0, 1
dd024, 2.0, 2.0, 0.4784, 0.0, 0.262317247428, 0, 0.1762, 0.0, 1, 1
dd148, 0.796506812705, 0, 0.7138, 1.0, 2.0, 0, 0.6812, 1.0, 0, 0
dd220, 0.558474475903, 0, 0.7373, 1.0, 0.662739780126, 0, 0.6032, 1.0, 1, 1
dd223, 0.837221052666, 0, 0.2135, 0.0, 2.0, 0, 0.2303, 0.0, 0, 0
dd222, 0.837221052666, 0, 0.2135, 0.0, 2.0, 0, 0.2303, 0.0, 0, 0
dd144, 0.875038848499, 0, 0.3367, 0.0, 0.569198992677, 0, 0.2578, 1.0, 0, 1
dd145, 0.256149750885, 0, 0.375, 1.0, 2.0, 0, 0.4388, 0.0, 0, 0
dd146, 0.556573225018, 0, 0.375, 1.0, 0.724695410297, 0, 0.4388, 0.0, 0, 0
dd147, 2.0, 0, 0.3367, 0.0, 0.839287805026, 0, 0.2578, 1.0, 0, 1
dd029, 2.0, 0.537199950034, 0.8931, 1.0, 0.51800174043, 0, 0.3662, 1.0, 0, 1
dd023, 0.0549201486467, 0, 0.5406, 0.0, 0.711182257416, 0, 0.1762, 0.0, 1, 0
dd022, 0.518267806038, 0, 0.7293, 1.0, 2.0, 0, 0.6812, 1.0, 0, 0
dd021, 0.0899065398734, 0.0899065398734, 0.1289, 0.0, 0.2364077179, 0.2364077179, 0.0899, 0.0, 0, 0
dd020, 2.0, 2.0, 0.1057, 0.0, 0.803694477927, 0, 0.2499, 1.0, 0, 1
dd027, 0.132205428974, 0, 0.4104, 0.0, 0.800032117002, 0, 0.6197, 0.0, 0, 0
dd026, 0.772216703537, 0, 0.4104, 0.0, 0.800032117002, 0, 0.6197, 0.0, 0, 1
dd024, 2.0, 2.0, 0.4784, 0.0, 0.262317247428, 0, 0.1762, 0.0, 1, 1
dd034, 0.62779655386, 0, 0.4323, 0.0, 0.979677736137, 0.979677736137, 0.2732, 0.0, 1, 1
dd148, 0.796506812705, 0, 0.7138, 1.0, 2.0, 0, 0.6812, 1.0, 0, 0
dd220, 0.558474475903, 0, 0.7373, 1.0, 0.662739780126, 0, 0.6032, 1.0, 1, 1
dd223, 0.837221052666, 0, 0.2135, 0.0, 2.0, 0, 0.2303, 0.0, 0, 0
dd222, 0.837221052666, 0, 0.2135, 0.0, 2.0, 0, 0.2303, 0.0, 0, 0
dd144, 0.875038848499, 0, 0.3367, 0.0, 0.569198992677, 0, 0.2578, 1.0, 0, 1
dd145, 0.256149750885, 0, 0.375, 1.0, 2.0, 0, 0.4388, 0.0, 0, 0
dd146, 0.556573225018, 0, 0.375, 1.0, 0.724695410297, 0, 0.4388, 0.0, 0, 0
dd147, 2.0, 0, 0.3367, 0.0, 0.839287805026, 0, 0.2578, 1.0, 0, 1
dd029, 2.0, 0.537199950034, 0.8931, 1.0, 0.51800174043, 0, 0.3662, 1.0, 0, 1
dd023, 0.0549201486467, 0, 0.5406, 0.0, 0.711182257416, 0, 0.1762, 0.0, 1, 0
dd022, 0.518267806038, 0, 0.7293, 1.0, 2.0, 0, 0.6812, 1.0, 0, 0
dd021, 0.0899065398734, 0.0899065398734, 0.1289, 0.0, 0.2364077179, 0.2364077179, 0.0899, 0.0, 0, 0
dd020, 2.0, 2.0, 0.1057, 0.0, 0.803694477927, 0, 0.2499, 1.0, 0, 1
dd027, 0.132205428974, 0, 0.4104, 0.0, 0.800032117002, 0, 0.6197, 0.0, 0, 0
dd026, 0.772216703537, 0, 0.4104, 0.0, 0.800032117002, 0, 0.6197, 0.0, 0, 1
dd024, 2.0, 2.0, 0.4784, 0.0, 0.262317247428, 0, 0.1762, 0.0, 1, 1
dd034, 0.62779655386, 0, 0.4323, 0.0, 0.979677736137, 0.979677736137, 0.2732, 0.0, 1, 1
dd035, 0.62779655386, 0, 0.4323, 0.0, 0.979677736137, 0, 0.2732, 0.0, 1, 1
dd148, 0.796506812705, 0, 0.7138, 1.0, 2.0, 0, 0.6812, 1.0, 0, 0
dd220, 0.558474475903, 0, 0.7373, 1.0, 0.662739780126, 0, 0.6032, 1.0, 1, 1
dd223, 0.837221052666, 0, 0.2135, 0.0, 2.0, 0, 0.2303, 0.0, 0, 0
dd222, 0.837221052666, 0, 0.2135, 0.0, 2.0, 0, 0.2303, 0.0, 0, 0
dd144, 0.875038848499, 0, 0.3367, 0.0, 0.569198992677, 0, 0.2578, 1.0, 0, 1
dd145, 0.256149750885, 0, 0.375, 1.0, 2.0, 0, 0.4388, 0.0, 0, 0
dd146, 0.556573225018, 0, 0.375, 1.0, 0.724695410297, 0, 0.4388, 0.0, 0, 0
dd147, 2.0, 0, 0.3367, 0.0, 0.839287805026, 0, 0.2578, 1.0, 0, 1
dd029, 2.0, 0.537199950034, 0.8931, 1.0, 0.51800174043, 0, 0.3662, 1.0, 0, 1
dd023, 0.0549201486467, 0, 0.5406, 0.0, 0.711182257416, 0, 0.1762, 0.0, 1, 0
dd022, 0.518267806038, 0, 0.7293, 1.0, 2.0, 0, 0.6812, 1.0, 0, 0
dd021, 0.0899065398734, 0.0899065398734, 0.1289, 0.0, 0.2364077179, 0.2364077179, 0.0899, 0.0, 0, 0
dd020, 2.0, 2.0, 0.1057, 0.0, 0.803694477927, 0, 0.2499, 1.0, 0, 1
dd027, 0.132205428974, 0, 0.4104, 0.0, 0.800032117002, 0, 0.6197, 0.0, 0, 0
dd026, 0.772216703537, 0, 0.4104, 0.0, 0.800032117002, 0, 0.6197, 0.0, 0, 1
dd024, 2.0, 2.0, 0.4784, 0.0, 0.262317247428, 0, 0.1762, 0.0, 1, 1
dd034, 0.62779655386, 0, 0.4323, 0.0, 0.979677736137, 0.979677736137, 0.2732, 0.0, 1, 1
dd035, 0.62779655386, 0, 0.4323, 0.0, 0.979677736137, 0, 0.2732, 0.0, 1, 1
dd036, 0.734669689862, 0.62779655386, 0.4323, 0.0, 0.979677736137, 0, 0.2732, 0.0, 1, 1
dd148, 0.796506812705, 0, 0.7138, 1.0, 2.0, 0, 0.6812, 1.0, 0, 0
dd220, 0.558474475903, 0, 0.7373, 1.0, 0.662739780126, 0, 0.6032, 1.0, 1, 1
dd223, 0.837221052666, 0, 0.2135, 0.0, 2.0, 0, 0.2303, 0.0, 0, 0
dd222, 0.837221052666, 0, 0.2135, 0.0, 2.0, 0, 0.2303, 0.0, 0, 0
dd144, 0.875038848499, 0, 0.3367, 0.0, 0.569198992677, 0, 0.2578, 1.0, 0, 1
dd145, 0.256149750885, 0, 0.375, 1.0, 2.0, 0, 0.4388, 0.0, 0, 0
dd146, 0.556573225018, 0, 0.375, 1.0, 0.724695410297, 0, 0.4388, 0.0, 0, 0
dd147, 2.0, 0, 0.3367, 0.0, 0.839287805026, 0, 0.2578, 1.0, 0, 1
dd029, 2.0, 0.537199950034, 0.8931, 1.0, 0.51800174043, 0, 0.3662, 1.0, 0, 1
dd023, 0.0549201486467, 0, 0.5406, 0.0, 0.711182257416, 0, 0.1762, 0.0, 1, 0
dd022, 0.518267806038, 0, 0.7293, 1.0, 2.0, 0, 0.6812, 1.0, 0, 0
dd021, 0.0899065398734, 0.0899065398734, 0.1289, 0.0, 0.2364077179, 0.2364077179, 0.0899, 0.0, 0, 0
dd020, 2.0, 2.0, 0.1057, 0.0, 0.803694477927, 0, 0.2499, 1.0, 0, 1
dd027, 0.132205428974, 0, 0.4104, 0.0, 0.800032117002, 0, 0.6197, 0.0, 0, 0
dd026, 0.772216703537, 0, 0.4104, 0.0, 0.800032117002, 0, 0.6197, 0.0, 0, 1
dd024, 2.0, 2.0, 0.4784, 0.0, 0.262317247428, 0, 0.1762, 0.0, 1, 1
dd034, 0.62779655386, 0, 0.4323, 0.0, 0.979677736137, 0.979677736137, 0.2732, 0.0, 1, 1
dd035, 0.62779655386, 0, 0.4323, 0.0, 0.979677736137, 0, 0.2732, 0.0, 1, 1
dd036, 0.734669689862, 0.62779655386, 0.4323, 0.0, 0.979677736137, 0, 0.2732, 0.0, 1, 1
dd037, 0.867321220566, 0, 0.2097, 0.0, 0.956010935248, 0, 0.1039, 1.0, 1, 1
dd148, 0.796506812705, 0, 0.7138, 1.0, 2.0, 0, 0.6812, 1.0, 0, 0
dd220, 0.558474475903, 0, 0.7373, 1.0, 0.662739780126, 0, 0.6032, 1.0, 1, 1
dd223, 0.837221052666, 0, 0.2135, 0.0, 2.0, 0, 0.2303, 0.0, 0, 0
dd222, 0.837221052666, 0, 0.2135, 0.0, 2.0, 0, 0.2303, 0.0, 0, 0
dd144, 0.875038848499, 0, 0.3367, 0.0, 0.569198992677, 0, 0.2578, 1.0, 0, 1
dd145, 0.256149750885, 0, 0.375, 1.0, 2.0, 0, 0.4388, 0.0, 0, 0
dd146, 0.556573225018, 0, 0.375, 1.0, 0.724695410297, 0, 0.4388, 0.0, 0, 0
dd147, 2.0, 0, 0.3367, 0.0, 0.839287805026, 0, 0.2578, 1.0, 0, 1
dd029, 2.0, 0.537199950034, 0.8931, 1.0, 0.51800174043, 0, 0.3662, 1.0, 0, 1
dd023, 0.0549201486467, 0, 0.5406, 0.0, 0.711182257416, 0, 0.1762, 0.0, 1, 0
dd022, 0.518267806038, 0, 0.7293, 1.0, 2.0, 0, 0.6812, 1.0, 0, 0
dd021, 0.0899065398734, 0.0899065398734, 0.1289, 0.0, 0.2364077179, 0.2364077179, 0.0899, 0.0, 0, 0
dd020, 2.0, 2.0, 0.1057, 0.0, 0.803694477927, 0, 0.2499, 1.0, 0, 1
dd027, 0.132205428974, 0, 0.4104, 0.0, 0.800032117002, 0, 0.6197, 0.0, 0, 0
dd026, 0.772216703537, 0, 0.4104, 0.0, 0.800032117002, 0, 0.6197, 0.0, 0, 1
dd024, 2.0, 2.0, 0.4784, 0.0, 0.262317247428, 0, 0.1762, 0.0, 1, 1
dd034, 0.62779655386, 0, 0.4323, 0.0, 0.979677736137, 0.979677736137, 0.2732, 0.0, 1, 1
dd035, 0.62779655386, 0, 0.4323, 0.0, 0.979677736137, 0, 0.2732, 0.0, 1, 1
dd036, 0.734669689862, 0.62779655386, 0.4323, 0.0, 0.979677736137, 0, 0.2732, 0.0, 1, 1
dd037, 0.867321220566, 0, 0.2097, 0.0, 0.956010935248, 0, 0.1039, 1.0, 1, 1
dd030, 2.0, 0, 0.8931, 1.0, 0.362683281532, 0.362683281532, 0.3662, 1.0, 0, 1
dd148, 0.796506812705, 0, 0.7138, 1.0, 2.0, 0, 0.6812, 1.0, 0, 0
dd220, 0.558474475903, 0, 0.7373, 1.0, 0.662739780126, 0, 0.6032, 1.0, 1, 1
dd223, 0.837221052666, 0, 0.2135, 0.0, 2.0, 0, 0.2303, 0.0, 0, 0
dd222, 0.837221052666, 0, 0.2135, 0.0, 2.0, 0, 0.2303, 0.0, 0, 0
dd144, 0.875038848499, 0, 0.3367, 0.0, 0.569198992677, 0, 0.2578, 1.0, 0, 1
dd145, 0.256149750885, 0, 0.375, 1.0, 2.0, 0, 0.4388, 0.0, 0, 0
dd146, 0.556573225018, 0, 0.375, 1.0, 0.724695410297, 0, 0.4388, 0.0, 0, 0
dd147, 2.0, 0, 0.3367, 0.0, 0.839287805026, 0, 0.2578, 1.0, 0, 1
dd029, 2.0, 0.537199950034, 0.8931, 1.0, 0.51800174043, 0, 0.3662, 1.0, 0, 1
dd023, 0.0549201486467, 0, 0.5406, 0.0, 0.711182257416, 0, 0.1762, 0.0, 1, 0
dd022, 0.518267806038, 0, 0.7293, 1.0, 2.0, 0, 0.6812, 1.0, 0, 0
dd021, 0.0899065398734, 0.0899065398734, 0.1289, 0.0, 0.2364077179, 0.2364077179, 0.0899, 0.0, 0, 0
dd020, 2.0, 2.0, 0.1057, 0.0, 0.803694477927, 0, 0.2499, 1.0, 0, 1
dd027, 0.132205428974, 0, 0.4104, 0.0, 0.800032117002, 0, 0.6197, 0.0, 0, 0
dd026, 0.772216703537, 0, 0.4104, 0.0, 0.800032117002, 0, 0.6197, 0.0, 0, 1
dd024, 2.0, 2.0, 0.4784, 0.0, 0.262317247428, 0, 0.1762, 0.0, 1, 1
dd034, 0.62779655386, 0, 0.4323, 0.0, 0.979677736137, 0.979677736137, 0.2732, 0.0, 1, 1
dd035, 0.62779655386, 0, 0.4323, 0.0, 0.979677736137, 0, 0.2732, 0.0, 1, 1
dd036, 0.734669689862, 0.62779655386, 0.4323, 0.0, 0.979677736137, 0, 0.2732, 0.0, 1, 1
dd037, 0.867321220566, 0, 0.2097, 0.0, 0.956010935248, 0, 0.1039, 1.0, 1, 1
dd030, 2.0, 0, 0.8931, 1.0, 0.362683281532, 0.362683281532, 0.3662, 1.0, 0, 1
dd032, 0.795169844718, 0, 0.3515, 1.0, 0.640068948272, 0, 0.4172, 0.0, 1, 1
dd148, 0.796506812705, 0, 0.7138, 1.0, 2.0, 0, 0.6812, 1.0, 0, 0
dd220, 0.558474475903, 0, 0.7373, 1.0, 0.662739780126, 0, 0.6032, 1.0, 1, 1
dd223, 0.837221052666, 0, 0.2135, 0.0, 2.0, 0, 0.2303, 0.0, 0, 0
dd222, 0.837221052666, 0, 0.2135, 0.0, 2.0, 0, 0.2303, 0.0, 0, 0
dd144, 0.875038848499, 0, 0.3367, 0.0, 0.569198992677, 0, 0.2578, 1.0, 0, 1
dd145, 0.256149750885, 0, 0.375, 1.0, 2.0, 0, 0.4388, 0.0, 0, 0
dd146, 0.556573225018, 0, 0.375, 1.0, 0.724695410297, 0, 0.4388, 0.0, 0, 0
